latitude,longitude,depth_m
18.52156000,73.99257500,1.75000000
18.52156000,73.99269500,1.69000000
18.52168000,73.99137500,1.69000000
18.52168000,73.99149500,1.75000000
18.52168000,73.99161500,1.80000000
18.52168000,73.99173500,1.84000000
18.52168000,73.99185500,1.88000000
18.52168000,73.99197500,1.91000000
18.52168000,73.99209500,1.88000000
18.52168000,73.99221500,1.84000000
18.52168000,73.99233500,1.80000000
18.52168000,73.99245500,1.75000000
18.52168000,73.99257500,1.69000000
18.52180000,73.99137500,1.69000000
18.52180000,73.99149500,1.75000000
18.52180000,73.99161500,1.80000000
18.52180000,73.99173500,1.84000000
18.52180000,73.99185500,1.88000000
18.52180000,73.99197500,1.91000000
18.52180000,73.99209500,1.88000000
18.52180000,73.99221500,1.84000000
18.52180000,73.99233500,1.80000000
18.52180000,73.99245500,1.75000000
18.52180000,73.99257500,1.69000000
18.52192000,73.99125500,1.69000000
18.52192000,73.99137500,1.75000000
18.52192000,73.99149500,1.80000000
18.52192000,73.99161500,1.84000000
18.52192000,73.99173500,1.88000000
18.52192000,73.99185500,1.91000000
18.52192000,73.99197500,1.88000000
18.52192000,73.99209500,1.84000000
18.52192000,73.99221500,1.80000000
18.52192000,73.99233500,1.75000000
18.52192000,73.99245500,1.69000000
18.52204000,73.99113500,1.69000000
18.52204000,73.99125500,1.75000000
18.52204000,73.99137500,1.80000000
18.52204000,73.99149500,1.84000000
18.52204000,73.99161500,1.88000000
18.52204000,73.99173500,1.91000000
18.52204000,73.99185500,1.91000000
18.52204000,73.99197500,1.88000000
18.52204000,73.99209500,1.84000000
18.52204000,73.99221500,1.80000000
18.52204000,73.99233500,1.75000000
18.52204000,73.99245500,1.69000000
18.52216000,73.99113500,1.69000000
18.52216000,73.99125500,1.75000000
18.52216000,73.99137500,1.80000000
18.52216000,73.99149500,1.84000000
18.52216000,73.99161500,1.88000000
18.52216000,73.99173500,1.91000000
18.52216000,73.99185500,1.91000000
18.52216000,73.99197500,1.88000000
18.52216000,73.99209500,1.84000000
18.52216000,73.99221500,1.80000000
18.52216000,73.99233500,1.75000000
18.52216000,73.99245500,1.69000000
18.52228000,73.99089500,1.69000000
18.52228000,73.99101500,1.69000000
18.52228000,73.99113500,1.75000000
18.52228000,73.99125500,1.80000000
18.52228000,73.99137500,1.84000000
18.52228000,73.99149500,1.88000000
18.52228000,73.99161500,1.91000000
18.52228000,73.99173500,1.94000000
18.52228000,73.99185500,1.91000000
18.52228000,73.99197500,1.88000000
18.52228000,73.99209500,1.84000000
18.52228000,73.99221500,1.80000000
18.52228000,73.99233500,1.75000000
18.52228000,73.99245500,1.69000000
18.52240000,73.99065500,1.69000000
18.52240000,73.99077500,1.69000000
18.52240000,73.99089500,1.75000000
18.52240000,73.99101500,1.75000000
18.52240000,73.99113500,1.80000000
18.52240000,73.99125500,1.84000000
18.52240000,73.99137500,1.88000000
18.52240000,73.99149500,1.91000000
18.52240000,73.99161500,1.94000000
18.52240000,73.99173500,1.91000000
18.52240000,73.99185500,1.88000000
18.52240000,73.99197500,1.84000000
18.52240000,73.99209500,1.80000000
18.52240000,73.99221500,1.75000000
18.52240000,73.99233500,1.69000000
18.52252000,73.99053500,1.69000000
18.52252000,73.99065500,1.75000000
18.52252000,73.99077500,1.75000000
18.52252000,73.99089500,1.80000000
18.52252000,73.99101500,1.80000000
18.52252000,73.99113500,1.84000000
18.52252000,73.99125500,1.88000000
18.52252000,73.99137500,1.91000000
18.52252000,73.99149500,1.94000000
18.52252000,73.99161500,1.94000000
18.52252000,73.99173500,1.91000000
18.52252000,73.99185500,1.88000000
18.52252000,73.99197500,1.84000000
18.52252000,73.99209500,1.80000000
18.52252000,73.99221500,1.75000000
18.52252000,73.99233500,1.69000000
18.52264000,73.99053500,1.69000000
18.52264000,73.99065500,1.75000000
18.52264000,73.99077500,1.80000000
18.52264000,73.99089500,1.84000000
18.52264000,73.99101500,1.84000000
18.52264000,73.99113500,1.88000000
18.52264000,73.99125500,1.91000000
18.52264000,73.99137500,1.94000000
18.52264000,73.99149500,1.94000000
18.52264000,73.99161500,1.91000000
18.52264000,73.99173500,1.88000000
18.52264000,73.99185500,1.84000000
18.52264000,73.99197500,1.80000000
18.52264000,73.99209500,1.75000000
18.52264000,73.99221500,1.69000000
18.52276000,73.99041500,1.69000000
18.52276000,73.99053500,1.75000000
18.52276000,73.99065500,1.80000000
18.52276000,73.99077500,1.84000000
18.52276000,73.99089500,1.88000000
18.52276000,73.99101500,1.88000000
18.52276000,73.99113500,1.91000000
18.52276000,73.99125500,1.94000000
18.52276000,73.99137500,1.94000000
18.52276000,73.99149500,1.91000000
18.52276000,73.99161500,1.88000000
18.52276000,73.99173500,1.84000000
18.52276000,73.99185500,1.80000000
18.52276000,73.99197500,1.75000000
18.52276000,73.99209500,1.69000000
18.52288000,73.99041500,1.69000000
18.52288000,73.99053500,1.75000000
18.52288000,73.99065500,1.80000000
18.52288000,73.99077500,1.84000000
18.52288000,73.99089500,1.88000000
18.52288000,73.99101500,1.91000000
18.52288000,73.99113500,1.94000000
18.52288000,73.99125500,1.94000000
18.52288000,73.99137500,1.91000000
18.52288000,73.99149500,1.88000000
18.52288000,73.99161500,1.84000000
18.52288000,73.99173500,1.80000000
18.52288000,73.99185500,1.75000000
18.52288000,73.99197500,1.69000000
18.52300000,73.99041500,1.69000000
18.52300000,73.99053500,1.75000000
18.52300000,73.99065500,1.80000000
18.52300000,73.99077500,1.84000000
18.52300000,73.99089500,1.88000000
18.52300000,73.99101500,1.91000000
18.52300000,73.99113500,1.94000000
18.52300000,73.99125500,1.91000000
18.52300000,73.99137500,1.88000000
18.52300000,73.99149500,1.84000000
18.52300000,73.99161500,1.80000000
18.52300000,73.99173500,1.75000000
18.52300000,73.99185500,1.69000000
18.52312000,73.99029500,1.69000000
18.52312000,73.99041500,1.75000000
18.52312000,73.99053500,1.80000000
18.52312000,73.99065500,1.84000000
18.52312000,73.99077500,1.88000000
18.52312000,73.99089500,1.91000000
18.52312000,73.99101500,1.94000000
18.52312000,73.99113500,1.94000000
18.52312000,73.99125500,1.91000000
18.52312000,73.99137500,1.88000000
18.52312000,73.99149500,1.84000000
18.52312000,73.99161500,1.80000000
18.52312000,73.99173500,1.75000000
18.52312000,73.99185500,1.69000000
18.52324000,73.99029500,1.69000000
18.52324000,73.99041500,1.75000000
18.52324000,73.99053500,1.80000000
18.52324000,73.99065500,1.84000000
18.52324000,73.99077500,1.88000000
18.52324000,73.99089500,1.91000000
18.52324000,73.99101500,1.94000000
18.52324000,73.99113500,1.91000000
18.52324000,73.99125500,1.88000000
18.52324000,73.99137500,1.84000000
18.52324000,73.99149500,1.80000000
18.52324000,73.99161500,1.75000000
18.52324000,73.99173500,1.69000000
18.52336000,73.98981500,1.69000000
18.52336000,73.98993500,1.69000000
18.52336000,73.99005500,1.69000000
18.52336000,73.99017500,1.69000000
18.52336000,73.99029500,1.75000000
18.52336000,73.99041500,1.80000000
18.52336000,73.99053500,1.84000000
18.52336000,73.99065500,1.88000000
18.52336000,73.99077500,1.91000000
18.52336000,73.99089500,1.94000000
18.52336000,73.99101500,1.91000000
18.52336000,73.99113500,1.88000000
18.52336000,73.99125500,1.84000000
18.52336000,73.99137500,1.80000000
18.52336000,73.99149500,1.75000000
18.52336000,73.99161500,1.69000000
18.52348000,73.98969500,1.69000000
18.52348000,73.98981500,1.75000000
18.52348000,73.98993500,1.75000000
18.52348000,73.99005500,1.75000000
18.52348000,73.99017500,1.75000000
18.52348000,73.99029500,1.80000000
18.52348000,73.99041500,1.84000000
18.52348000,73.99053500,1.88000000
18.52348000,73.99065500,1.91000000
18.52348000,73.99077500,1.94000000
18.52348000,73.99089500,1.91000000
18.52348000,73.99101500,1.88000000
18.52348000,73.99113500,1.84000000
18.52348000,73.99125500,1.80000000
18.52348000,73.99137500,1.75000000
18.52348000,73.99149500,1.69000000
18.52360000,73.98957500,1.69000000
18.52360000,73.98969500,1.75000000
18.52360000,73.98981500,1.80000000
18.52360000,73.98993500,1.80000000
18.52360000,73.99005500,1.80000000
18.52360000,73.99017500,1.80000000
18.52360000,73.99029500,1.84000000
18.52360000,73.99041500,1.88000000
18.52360000,73.99053500,1.91000000
18.52360000,73.99065500,1.94000000
18.52360000,73.99077500,1.91000000
18.52360000,73.99089500,1.88000000
18.52360000,73.99101500,1.84000000
18.52360000,73.99113500,1.80000000
18.52360000,73.99125500,1.75000000
18.52360000,73.99137500,1.69000000
18.52372000,73.98957500,1.69000000
18.52372000,73.98969500,1.75000000
18.52372000,73.98981500,1.80000000
18.52372000,73.98993500,1.84000000
18.52372000,73.99005500,1.84000000
18.52372000,73.99017500,1.84000000
18.52372000,73.99029500,1.88000000
18.52372000,73.99041500,1.91000000
18.52372000,73.99053500,1.94000000
18.52372000,73.99065500,1.91000000
18.52372000,73.99077500,1.88000000
18.52372000,73.99089500,1.84000000
18.52372000,73.99101500,1.80000000
18.52372000,73.99113500,1.75000000
18.52372000,73.99125500,1.75000000
18.52372000,73.99137500,1.69000000
18.52384000,73.98957500,1.69000000
18.52384000,73.98969500,1.75000000
18.52384000,73.98981500,1.80000000
18.52384000,73.98993500,1.84000000
18.52384000,73.99005500,1.88000000
18.52384000,73.99017500,1.88000000
18.52384000,73.99029500,1.91000000
18.52384000,73.99041500,1.94000000
18.52384000,73.99053500,1.91000000
18.52384000,73.99065500,1.88000000
18.52384000,73.99077500,1.84000000
18.52384000,73.99089500,1.80000000
18.52384000,73.99101500,1.75000000
18.52384000,73.99113500,1.69000000
18.52384000,73.99125500,1.69000000
18.52396000,73.98921500,1.69000000
18.52396000,73.98933500,1.69000000
18.52396000,73.98957500,1.69000000
18.52396000,73.98969500,1.75000000
18.52396000,73.98981500,1.80000000
18.52396000,73.98993500,1.84000000
18.52396000,73.99005500,1.88000000
18.52396000,73.99017500,1.91000000
18.52396000,73.99029500,1.94000000
18.52396000,73.99041500,1.91000000
18.52396000,73.99053500,1.88000000
18.52396000,73.99065500,1.84000000
18.52396000,73.99077500,1.80000000
18.52396000,73.99089500,1.75000000
18.52396000,73.99101500,1.69000000
18.52408000,73.98909500,1.69000000
18.52408000,73.98921500,1.75000000
18.52408000,73.98933500,1.75000000
18.52408000,73.98945500,1.69000000
18.52408000,73.98957500,1.75000000
18.52408000,73.98969500,1.80000000
18.52408000,73.98981500,1.84000000
18.52408000,73.98993500,1.88000000
18.52408000,73.99005500,1.91000000
18.52408000,73.99017500,1.94000000
18.52408000,73.99029500,1.91000000
18.52408000,73.99041500,1.88000000
18.52408000,73.99053500,1.84000000
18.52408000,73.99065500,1.80000000
18.52408000,73.99077500,1.80000000
18.52408000,73.99089500,1.75000000
18.52408000,73.99101500,1.69000000
18.52420000,73.98909500,1.69000000
18.52420000,73.98921500,1.75000000
18.52420000,73.98933500,1.80000000
18.52420000,73.98945500,1.75000000
18.52420000,73.98957500,1.80000000
18.52420000,73.98969500,1.84000000
18.52420000,73.98981500,1.88000000
18.52420000,73.98993500,1.91000000
18.52420000,73.99005500,1.94000000
18.52420000,73.99017500,1.91000000
18.52420000,73.99029500,1.88000000
18.52420000,73.99041500,1.84000000
18.52420000,73.99053500,1.80000000
18.52420000,73.99065500,1.75000000
18.52420000,73.99077500,1.75000000
18.52420000,73.99089500,1.69000000
18.52432000,73.98849500,1.69000000
18.52432000,73.98909500,1.69000000
18.52432000,73.98921500,1.75000000
18.52432000,73.98933500,1.80000000
18.52432000,73.98945500,1.80000000
18.52432000,73.98957500,1.84000000
18.52432000,73.98969500,1.88000000
18.52432000,73.98981500,1.91000000
18.52432000,73.98993500,1.94000000
18.52432000,73.99005500,1.91000000
18.52432000,73.99017500,1.88000000
18.52432000,73.99029500,1.84000000
18.52432000,73.99041500,1.80000000
18.52432000,73.99053500,1.75000000
18.52432000,73.99065500,1.69000000
18.52432000,73.99077500,1.69000000
18.52444000,73.98825500,1.69000000
18.52444000,73.98837500,1.69000000
18.52444000,73.98849500,1.75000000
18.52444000,73.98861500,1.69000000
18.52444000,73.98873500,1.69000000
18.52444000,73.98921500,1.69000000
18.52444000,73.98933500,1.75000000
18.52444000,73.98945500,1.80000000
18.52444000,73.98957500,1.84000000
18.52444000,73.98969500,1.88000000
18.52444000,73.98981500,1.88000000
18.52444000,73.98993500,1.91000000
18.52444000,73.99005500,1.88000000
18.52444000,73.99017500,1.84000000
18.52444000,73.99029500,1.80000000
18.52444000,73.99041500,1.75000000
18.52444000,73.99053500,1.69000000
18.52456000,73.98825500,1.69000000
18.52456000,73.98837500,1.75000000
18.52456000,73.98849500,1.80000000
18.52456000,73.98861500,1.75000000
18.52456000,73.98873500,1.69000000
18.52456000,73.98921500,1.69000000
18.52456000,73.98933500,1.69000000
18.52456000,73.98945500,1.75000000
18.52456000,73.98957500,1.80000000
18.52456000,73.98969500,1.84000000
18.52456000,73.98981500,1.84000000
18.52456000,73.98993500,1.88000000
18.52456000,73.99005500,1.88000000
18.52456000,73.99017500,1.84000000
18.52456000,73.99029500,1.80000000
18.52456000,73.99041500,1.75000000
18.52456000,73.99053500,1.69000000
18.52468000,73.98801500,1.69000000
18.52468000,73.98813500,1.69000000
18.52468000,73.98825500,1.75000000
18.52468000,73.98837500,1.80000000
18.52468000,73.98849500,1.84000000
18.52468000,73.98861500,1.80000000
18.52468000,73.98873500,1.75000000
18.52468000,73.98885500,1.69000000
18.52468000,73.98945500,1.69000000
18.52468000,73.98957500,1.75000000
18.52468000,73.98969500,1.80000000
18.52468000,73.98981500,1.80000000
18.52468000,73.98993500,1.84000000
18.52468000,73.99005500,1.84000000
18.52468000,73.99017500,1.80000000
18.52468000,73.99029500,1.75000000
18.52468000,73.99041500,1.69000000
18.52480000,73.98777500,1.69000000
18.52480000,73.98789500,1.69000000
18.52480000,73.98801500,1.75000000
18.52480000,73.98813500,1.75000000
18.52480000,73.98825500,1.80000000
18.52480000,73.98837500,1.84000000
18.52480000,73.98849500,1.88000000
18.52480000,73.98861500,1.84000000
18.52480000,73.98873500,1.80000000
18.52480000,73.98885500,1.75000000
18.52480000,73.98897500,1.69000000
18.52480000,73.98957500,1.69000000
18.52480000,73.98969500,1.75000000
18.52480000,73.98981500,1.75000000
18.52480000,73.98993500,1.80000000
18.52480000,73.99005500,1.80000000
18.52480000,73.99017500,1.75000000
18.52480000,73.99029500,1.69000000
18.52492000,73.98765500,1.69000000
18.52492000,73.98777500,1.75000000
18.52492000,73.98789500,1.75000000
18.52492000,73.98801500,1.80000000
18.52492000,73.98813500,1.80000000
18.52492000,73.98825500,1.84000000
18.52492000,73.98837500,1.88000000
18.52492000,73.98849500,1.91000000
18.52492000,73.98861500,1.88000000
18.52492000,73.98873500,1.84000000
18.52492000,73.98885500,1.80000000
18.52492000,73.98897500,1.75000000
18.52492000,73.98909500,1.69000000
18.52492000,73.98969500,1.69000000
18.52492000,73.98981500,1.69000000
18.52492000,73.98993500,1.75000000
18.52492000,73.99005500,1.75000000
18.52492000,73.99017500,1.69000000
18.52504000,73.98741500,1.69000000
18.52504000,73.98753500,1.69000000
18.52504000,73.98765500,1.75000000
18.52504000,73.98777500,1.80000000
18.52504000,73.98789500,1.80000000
18.52504000,73.98801500,1.84000000
18.52504000,73.98813500,1.84000000
18.52504000,73.98825500,1.88000000
18.52504000,73.98837500,1.91000000
18.52504000,73.98849500,1.91000000
18.52504000,73.98861500,1.88000000
18.52504000,73.98873500,1.84000000
18.52504000,73.98885500,1.80000000
18.52504000,73.98897500,1.75000000
18.52504000,73.98909500,1.69000000
18.52504000,73.98993500,1.69000000
18.52504000,73.99005500,1.69000000
18.52516000,73.98717500,1.69000000
18.52516000,73.98729500,1.69000000
18.52516000,73.98741500,1.75000000
18.52516000,73.98753500,1.75000000
18.52516000,73.98765500,1.80000000
18.52516000,73.98777500,1.84000000
18.52516000,73.98789500,1.84000000
18.52516000,73.98801500,1.88000000
18.52516000,73.98813500,1.88000000
18.52516000,73.98825500,1.91000000
18.52516000,73.98837500,1.94000000
18.52516000,73.98849500,1.94000000
18.52516000,73.98861500,1.91000000
18.52516000,73.98873500,1.88000000
18.52516000,73.98885500,1.84000000
18.52516000,73.98897500,1.80000000
18.52516000,73.98909500,1.75000000
18.52516000,73.98921500,1.69000000
18.52528000,73.98693500,1.69000000
18.52528000,73.98705500,1.69000000
18.52528000,73.98717500,1.75000000
18.52528000,73.98729500,1.75000000
18.52528000,73.98741500,1.80000000
18.52528000,73.98753500,1.80000000
18.52528000,73.98765500,1.84000000
18.52528000,73.98777500,1.88000000
18.52528000,73.98789500,1.88000000
18.52528000,73.98801500,1.91000000
18.52528000,73.98813500,1.91000000
18.52528000,73.98825500,1.94000000
18.52528000,73.98837500,1.97000000
18.52528000,73.98849500,1.94000000
18.52528000,73.98861500,1.91000000
18.52528000,73.98873500,1.88000000
18.52528000,73.98885500,1.84000000
18.52528000,73.98897500,1.80000000
18.52528000,73.98909500,1.75000000
18.52528000,73.98921500,1.69000000
18.52540000,73.98669500,1.69000000
18.52540000,73.98681500,1.69000000
18.52540000,73.98693500,1.75000000
18.52540000,73.98705500,1.75000000
18.52540000,73.98717500,1.80000000
18.52540000,73.98729500,1.80000000
18.52540000,73.98741500,1.84000000
18.52540000,73.98753500,1.84000000
18.52540000,73.98765500,1.88000000
18.52540000,73.98777500,1.91000000
18.52540000,73.98789500,1.91000000
18.52540000,73.98801500,1.94000000
18.52540000,73.98813500,1.94000000
18.52540000,73.98825500,1.94000000
18.52540000,73.98837500,1.94000000
18.52540000,73.98849500,1.91000000
18.52540000,73.98861500,1.91000000
18.52540000,73.98873500,1.88000000
18.52540000,73.98885500,1.84000000
18.52540000,73.98897500,1.84000000
18.52540000,73.98909500,1.80000000
18.52540000,73.98921500,1.75000000
18.52540000,73.98933500,1.69000000
18.52552000,73.98657500,1.69000000
18.52552000,73.98669500,1.75000000
18.52552000,73.98681500,1.75000000
18.52552000,73.98693500,1.80000000
18.52552000,73.98705500,1.80000000
18.52552000,73.98717500,1.84000000
18.52552000,73.98729500,1.84000000
18.52552000,73.98741500,1.88000000
18.52552000,73.98753500,1.88000000
18.52552000,73.98765500,1.91000000
18.52552000,73.98777500,1.94000000
18.52552000,73.98789500,1.94000000
18.52552000,73.98801500,1.97000000
18.52552000,73.98813500,1.94000000
18.52552000,73.98825500,1.91000000
18.52552000,73.98837500,1.91000000
18.52552000,73.98849500,1.88000000
18.52552000,73.98861500,1.88000000
18.52552000,73.98873500,1.84000000
18.52552000,73.98885500,1.80000000
18.52552000,73.98897500,1.80000000
18.52552000,73.98909500,1.75000000
18.52552000,73.98921500,1.69000000
18.52564000,73.98645500,1.69000000
18.52564000,73.98657500,1.75000000
18.52564000,73.98669500,1.80000000
18.52564000,73.98681500,1.80000000
18.52564000,73.98693500,1.84000000
18.52564000,73.98705500,1.84000000
18.52564000,73.98717500,1.88000000
18.52564000,73.98729500,1.88000000
18.52564000,73.98741500,1.91000000
18.52564000,73.98753500,1.91000000
18.52564000,73.98765500,1.94000000
18.52564000,73.98777500,1.97000000
18.52564000,73.98789500,1.94000000
18.52564000,73.98801500,1.94000000
18.52564000,73.98813500,1.91000000
18.52564000,73.98825500,1.88000000
18.52564000,73.98837500,1.88000000
18.52564000,73.98849500,1.84000000
18.52564000,73.98861500,1.84000000
18.52564000,73.98873500,1.80000000
18.52564000,73.98885500,1.75000000
18.52564000,73.98897500,1.75000000
18.52564000,73.98909500,1.69000000
18.52564000,73.98921500,1.69000000
18.52576000,73.98621500,1.69000000
18.52576000,73.98633500,1.69000000
18.52576000,73.98645500,1.75000000
18.52576000,73.98657500,1.80000000
18.52576000,73.98669500,1.84000000
18.52576000,73.98681500,1.84000000
18.52576000,73.98693500,1.88000000
18.52576000,73.98705500,1.88000000
18.52576000,73.98717500,1.91000000
18.52576000,73.98729500,1.91000000
18.52576000,73.98741500,1.94000000
18.52576000,73.98753500,1.94000000
18.52576000,73.98765500,1.97000000
18.52576000,73.98777500,1.94000000
18.52576000,73.98789500,1.91000000
18.52576000,73.98801500,1.91000000
18.52576000,73.98813500,1.88000000
18.52576000,73.98825500,1.84000000
18.52576000,73.98837500,1.84000000
18.52576000,73.98849500,1.80000000
18.52576000,73.98861500,1.80000000
18.52576000,73.98873500,1.75000000
18.52576000,73.98885500,1.69000000
18.52576000,73.98897500,1.69000000
18.52588000,73.98597500,1.69000000
18.52588000,73.98609500,1.69000000
18.52588000,73.98621500,1.75000000
18.52588000,73.98633500,1.75000000
18.52588000,73.98645500,1.80000000
18.52588000,73.98657500,1.84000000
18.52588000,73.98669500,1.88000000
18.52588000,73.98681500,1.88000000
18.52588000,73.98693500,1.91000000
18.52588000,73.98705500,1.91000000
18.52588000,73.98717500,1.94000000
18.52588000,73.98729500,1.94000000
18.52588000,73.98741500,1.97000000
18.52588000,73.98753500,1.94000000
18.52588000,73.98765500,1.94000000
18.52588000,73.98777500,1.91000000
18.52588000,73.98789500,1.88000000
18.52588000,73.98801500,1.88000000
18.52588000,73.98813500,1.84000000
18.52588000,73.98825500,1.80000000
18.52588000,73.98837500,1.80000000
18.52588000,73.98849500,1.75000000
18.52588000,73.98861500,1.75000000
18.52588000,73.98873500,1.69000000
18.52600000,73.98597500,1.69000000
18.52600000,73.98609500,1.75000000
18.52600000,73.98621500,1.80000000
18.52600000,73.98633500,1.80000000
18.52600000,73.98645500,1.84000000
18.52600000,73.98657500,1.88000000
18.52600000,73.98669500,1.91000000
18.52600000,73.98681500,1.91000000
18.52600000,73.98693500,1.94000000
18.52600000,73.98705500,1.94000000
18.52600000,73.98717500,1.97000000
18.52600000,73.98729500,1.94000000
18.52600000,73.98741500,1.94000000
18.52600000,73.98753500,1.91000000
18.52600000,73.98765500,1.91000000
18.52600000,73.98777500,1.88000000
18.52600000,73.98789500,1.84000000
18.52600000,73.98801500,1.84000000
18.52600000,73.98813500,1.80000000
18.52600000,73.98825500,1.75000000
18.52600000,73.98837500,1.75000000
18.52600000,73.98849500,1.69000000
18.52600000,73.98861500,1.69000000
18.52612000,73.98585500,1.69000000
18.52612000,73.98597500,1.75000000
18.52612000,73.98609500,1.80000000
18.52612000,73.98621500,1.84000000
18.52612000,73.98633500,1.84000000
18.52612000,73.98645500,1.88000000
18.52612000,73.98657500,1.91000000
18.52612000,73.98669500,1.94000000
18.52612000,73.98681500,1.94000000
18.52612000,73.98693500,1.94000000
18.52612000,73.98705500,1.94000000
18.52612000,73.98717500,1.94000000
18.52612000,73.98729500,1.91000000
18.52612000,73.98741500,1.91000000
18.52612000,73.98753500,1.88000000
18.52612000,73.98765500,1.88000000
18.52612000,73.98777500,1.84000000
18.52612000,73.98789500,1.80000000
18.52612000,73.98801500,1.80000000
18.52612000,73.98813500,1.75000000
18.52612000,73.98825500,1.69000000
18.52612000,73.98837500,1.69000000
18.52624000,73.98561500,1.69000000
18.52624000,73.98573500,1.69000000
18.52624000,73.98585500,1.75000000
18.52624000,73.98597500,1.80000000
18.52624000,73.98609500,1.84000000
18.52624000,73.98621500,1.88000000
18.52624000,73.98633500,1.88000000
18.52624000,73.98645500,1.91000000
18.52624000,73.98657500,1.94000000
18.52624000,73.98669500,1.97000000
18.52624000,73.98681500,1.94000000
18.52624000,73.98693500,1.91000000
18.52624000,73.98705500,1.91000000
18.52624000,73.98717500,1.91000000
18.52624000,73.98729500,1.88000000
18.52624000,73.98741500,1.88000000
18.52624000,73.98753500,1.84000000
18.52624000,73.98765500,1.84000000
18.52624000,73.98777500,1.80000000
18.52624000,73.98789500,1.75000000
18.52624000,73.98801500,1.75000000
18.52624000,73.98813500,1.69000000
18.52636000,73.98549500,1.69000000
18.52636000,73.98561500,1.75000000
18.52636000,73.98573500,1.75000000
18.52636000,73.98585500,1.80000000
18.52636000,73.98597500,1.84000000
18.52636000,73.98609500,1.88000000
18.52636000,73.98621500,1.91000000
18.52636000,73.98633500,1.91000000
18.52636000,73.98645500,1.94000000
18.52636000,73.98657500,1.94000000
18.52636000,73.98669500,1.94000000
18.52636000,73.98681500,1.91000000
18.52636000,73.98693500,1.88000000
18.52636000,73.98705500,1.88000000
18.52636000,73.98717500,1.88000000
18.52636000,73.98729500,1.84000000
18.52636000,73.98741500,1.84000000
18.52636000,73.98753500,1.80000000
18.52636000,73.98765500,1.80000000
18.52636000,73.98777500,1.75000000
18.52636000,73.98789500,1.69000000
18.52636000,73.98801500,1.69000000
18.52648000,73.98525500,1.69000000
18.52648000,73.98537500,1.69000000
18.52648000,73.98549500,1.75000000
18.52648000,73.98561500,1.80000000
18.52648000,73.98573500,1.80000000
18.52648000,73.98585500,1.84000000
18.52648000,73.98597500,1.88000000
18.52648000,73.98609500,1.91000000
18.52648000,73.98621500,1.94000000
18.52648000,73.98633500,1.91000000
18.52648000,73.98645500,1.91000000
18.52648000,73.98657500,1.91000000
18.52648000,73.98669500,1.91000000
18.52648000,73.98681500,1.88000000
